9.999999999999998890e-01,9.094361972665342408e-01,-4.111403395415453299e-01,-3.221382125924435735e-01,1.931018099960259693e-01,4.079324805794966591e-01,-1.357920438548175790e-01,-2.404100617602626666e-01,-1.456857225133892653e-01,1.054298671350335226e-01
9.094361972665342408e-01,1.000000000000000000e+00,-2.622298225783469827e-01,-1.083029949620621379e-01,1.344830173829557329e-01,4.065246355848141091e-01,3.537167044346197636e-02,-1.214517129586395600e-01,5.383704076590108134e-02,2.169284781971493881e-01
-4.111403395415453299e-01,-2.622298225783469827e-01,1.000000000000000000e+00,5.294271031225744606e-01,8.389638794177159409e-02,-8.377249622745020288e-04,2.880392369938196140e-01,2.064222602678620899e-01,3.238152933567615688e-01,-6.022326063144072678e-02
-3.221382125924436290e-01,-1.083029949620621379e-01,5.294271031225744606e-01,9.999999999999998890e-01,2.263882676329521393e-01,4.260286624693822126e-03,6.908958446724230429e-01,5.491166815594591966e-02,6.611626439779094699e-01,-1.399667627191602537e-01
1.931018099960259971e-01,1.344830173829557329e-01,8.389638794177159409e-02,2.263882676329521393e-01,1.000000000000000000e+00,5.373225745076142257e-01,5.573551033075879735e-01,1.535026382319180753e-02,4.714893768223877291e-01,8.039704935802824415e-02
4.079324805794966591e-01,4.065246355848141091e-01,-8.377249622745020288e-04,4.260286624693822126e-03,5.373225745076142257e-01,1.000000000000000000e+00,1.773348310373542291e-01,-3.401678740688011265e-02,1.721840612397023962e-01,2.304600547892818041e-01
-1.357920438548175790e-01,3.537167044346197636e-02,2.880392369938196140e-01,6.908958446724230429e-01,5.573551033075879735e-01,1.773348310373542291e-01,1.000000000000000000e+00,1.352944212529245682e-01,9.164767651507124135e-01,3.548352704893319165e-02
-2.404100617602626666e-01,-1.214517129586395600e-01,2.064222602678620899e-01,5.491166815594592659e-02,1.535026382319180753e-02,-3.401678740688011265e-02,1.352944212529245682e-01,9.999999999999997780e-01,2.410132325048185697e-01,7.239815066769270668e-01
-1.456857225133892653e-01,5.383704076590108828e-02,3.238152933567615688e-01,6.611626439779094699e-01,4.714893768223877291e-01,1.721840612397024239e-01,9.164767651507124135e-01,2.410132325048185697e-01,1.000000000000000000e+00,1.624333614066863496e-01
1.054298671350335087e-01,2.169284781971493881e-01,-6.022326063144072678e-02,-1.399667627191602259e-01,8.039704935802824415e-02,2.304600547892818041e-01,3.548352704893319165e-02,7.239815066769270668e-01,1.624333614066863496e-01,1.000000000000000000e+00
