1.000000000000000000e+00,8.902557278128451212e-01,-3.800589026249628355e-01,-3.265229324948422662e-01,4.286124008946972513e-02,2.626306977784446106e-01,-2.581463275592740803e-01,-1.356131783215296371e-01,-2.395387903520335982e-01,2.025845803407088364e-01
8.902557278128451212e-01,1.000000000000000000e+00,-2.719502742885452351e-01,-1.938881234491140748e-01,1.812489180058572680e-01,3.635541599692784787e-01,-6.773450841906422659e-02,1.470347352220073844e-01,-3.301723764779784798e-02,4.529325949499667936e-01
-3.800589026249628355e-01,-2.719502742885452351e-01,9.999999999999997780e-01,2.125909085900070106e-01,5.483843482703285727e-02,-3.312367786338083625e-02,1.529922883502410902e-01,1.734475280791555052e-01,1.478103367171790250e-01,-8.441541313170063121e-02
-3.265229324948422662e-01,-1.938881234491140748e-01,2.125909085900070106e-01,1.000000000000000000e+00,3.093823971061573364e-01,2.079482766064195132e-01,6.711619747647356027e-01,-2.345241737445235772e-02,5.896706243541579573e-01,-1.423055260406373423e-01
4.286124008946972513e-02,1.812489180058572680e-01,5.483843482703285727e-02,3.093823971061573364e-01,1.000000000000000000e+00,5.607596722186336535e-01,4.505508356069320985e-01,-7.722276945997795863e-03,4.415950850856488197e-01,1.873658451245098222e-01
2.626306977784446106e-01,3.635541599692784787e-01,-3.312367786338084319e-02,2.079482766064195132e-01,5.607596722186336535e-01,1.000000000000000000e+00,3.020559688155489142e-01,-4.274916216831430027e-02,2.978752323801338031e-01,1.925117620310163868e-01
-2.581463275592740803e-01,-6.773450841906422659e-02,1.529922883502410902e-01,6.711619747647356027e-01,4.505508356069320985e-01,3.020559688155489142e-01,1.000000000000000000e+00,1.623164660248944402e-01,8.673143809634185075e-01,1.136144941511988277e-01
-1.356131783215296371e-01,1.470347352220073844e-01,1.734475280791555052e-01,-2.345241737445235772e-02,-7.722276945997794996e-03,-4.274916216831430027e-02,1.623164660248944402e-01,1.000000000000000000e+00,2.622477096040404798e-01,7.603004475972217069e-01
-2.395387903520335982e-01,-3.301723764779784798e-02,1.478103367171790250e-01,5.896706243541579573e-01,4.415950850856488197e-01,2.978752323801338031e-01,8.673143809634185075e-01,2.622477096040404798e-01,1.000000000000000000e+00,2.273803138135210011e-01
2.025845803407088364e-01,4.529325949499667936e-01,-8.441541313170061733e-02,-1.423055260406373423e-01,1.873658451245098222e-01,1.925117620310164146e-01,1.136144941511988277e-01,7.603004475972217069e-01,2.273803138135210011e-01,1.000000000000000000e+00
