set,rows,prediction_accuracy_pct,raw_policy_saving_pct,guarded_policy_saving_pct,oracle_policy_saving_pct,oracle_saving_captured_pct,low_power_action_pct,underprovision_pct,severe_underprovision_pct,action_changes_per_1k
Set 1,54847.0,69.62276879318833,10.522508067886893,10.496581399152738,9.966561525685435,105.31798125262515,40.224624865535034,19.282731963461995,2.8132805805240033,104.01662807446168
Set 2,1741.0,75.99080987937967,8.853532452613422,8.97070649052264,8.674325100516889,103.41676599125954,46.869615163699024,13.957495692130959,12.34922458357266,61.458931648477886
Set 3,8712.0,91.4830119375574,11.370523415984069,11.40082644628736,11.12465564738907,102.48251098867144,61.27180899908173,6.382001836547291,4.488062442607897,46.83195592286501
