group_id,members,size
G01,"counter__branch_instructions, counter__branch_mispredictions, counter__cycles, counter__instructions_retired, counter__l1d_loads, counter__l1d_stores, counter__llc_references, counter__offcore_demand_data_reads, counter__resource_stalls",9
